Date (YYYYMMDD),YYYY,M,D,latitude,longitude,start time (UTC),Jesse Check,Bill add,Notes,New GOES Notes,Julian day,GOES Raw,GOES Images,,,,,,,,
20050424,2005,4,24,31.47,-107.5,1930,x,,,Northern CHH,,,,,,20110625,,,,,
20050424,2005,4,24,31.05,-106.8,1930,x,,,Northern CHH,,,,,,20110630,,,,,
20050424,2005,4,24,30.76,-106.93,1930,x,,,Northern CHH,,,,,,20110630,,,,,
20050424,2005,4,24,29.4,-106.8,2030,x,,,CHH,,,,,,20110718,,,,,
20050428,2005,4,28,30.9,-106.86,2100,x,,,Northern CHH,,,,,,20110815,,,,,
20050429,2005,4,29,30.98,-107.02,2200,x,,,Northern CHH,,,,,,20110829,,,,,
20050520,2005,5,20,39.92,-118.52,2230,x,,,NV,,,,,,20110830,,,,,
20050605,2005,6,5,39.89,-118.59,1630,x,,,NV,,,,,,20111017,,,,,
20050617,2005,6,17,36.57,-117.96,1830,,x,,CA,,,,,,,,,,,
20050620,2005,6,20,37.95,-117.55,1830,x,,,NV,,,,,,20111101,,,,,
20050621,2005,6,21,37.81,-117.58,1800,x,,,NV,,,,,,20111102,,,,,
20050621,2005,6,21,39.87,-118.52,2330,x,,,NV,,,,,,20111104,,,,,
20050623,2005,6,23,35.2,-115.4,2230,,,fire,Southern CA,,,,,,20111105,,,,,
20050623,2005,6,23,36.1,-115.4,2130,,,fire,Southern NV,,,,,,20111107,,,,,
20050624,2005,6,24,35.3,-115.3,1930,,,fire,Southern CA,,,,,,20111108,,,,,
20050624,2005,6,24,37.4,-114.3,2030,,,fire,Southern NV,,,,,,20111121,,,,,
20050626,2005,6,26,34.2,-111.9,1930,,,fire,AZ,,,,,,20111126,,,,,
20050627,2005,6,27,37.3,-114.1,2330,,,fire,Eastern NV,,,,,,20111130,,,,,
20050628,2005,6,28,36.3,-114.1,2130,,,fire,Southern NV,,,,,,20120115,,,,,
20050629,2005,6,29,34.1,-111.9,1930,,,fire,AZ,,,,,,20120122,,,,,
20050629,2005,6,29,33.4,-112.6,2030,,,fire,AZ,,,,,,20120127,,,,,
20050630,2005,6,30,34.4,-111.9,2030,,,fire,AZ,,,,,,20120220,,,,,
20050704,2005,7,4,37.5,-114.6,2200,,,fire,Southeastern NV,,,,,,20120225,,,,,
20050706,2005,7,6,37.4,-114.7,2030,,,fire,Southeastern NV,,,,,,20120228,,,,,
20050725,2005,7,25,38.7,-117.4,2030,x,,,NV,,,,,,20120301,,,,,
20050829,2005,8,29,41.05,-118.75,1730,,x,,Western NV,,,,,,20120302,,,,,
20050829,2005,8,29,40.95,-119.13,1730,x,,,Western NV,,,,,,20120302,,,,,
20050829,2005,8,29,39.82,-118.59,1830,x,,,NV,,,,,,20120302,,,,,
20050908,2005,9,8,34,-116,2230,,,,Southern CA,,,,,,20120305,,,,,
20050918,2005,9,18,36.4,-106.2,2030,,,Might be fire,Northern NM,,,,,,20120306,,,,,
20050923,2005,9,23,39.79,-118.55,2000,,x,,NV,20050829,2005,8,29,39.96,-118.49,1830,x,,,NV
20051103,2005,11,3,30.78,-106.65,1930,x,,,Northern CHH,,,,,,20120307,,,,,
20051104,2005,11,4,30.76,-106.97,1930,x,,,Northern CHH,,,,,,,,,,,
20051111,2005,11,11,31.03,-106.81,1930,x,,,Northern CHH,,,,,,20120311,,,,,
20051111,2005,11,11,30.74,-106.97,1930,x,,,Northern CHH,,,,,,20120311,,,,,
20051126,2005,11,26,30.74,-106.92,1830,,x,,Northern CHH,,,,,,,,,,,
20051127,2005,11,27,33.75,-102.84,1900,,x,,w Texas,,,,,,,,,,,
20051127,2005,11,27,33.28,-102.73,1900,,x,,w Texas,,,,,,,,,,,
20051127,2005,11,27,32.58,-102.82,1900,,x,,w Texas,,,,,,,,,,,
20051127,2005,11,27,32.41,-101.79,2030,,x,,w Texas,,,,,,,,,,,
20051127,2005,11,27,32.87,-106.29,1730,,x,,S NM,,,,,,,,,,,
20051127,2005,11,27,30.96,-108.61,1630,,x,,Northern CHH,,,,,,,,,,,
20051127,2005,11,27,31.05,-107.91,1630,,x,,Northern CHH,,,,,,,,,,,
20051127,2005,11,27,30.85,-108.09,1630,,x,,Northern CHH,,,,,,,,,,,
20051127,2005,11,27,30.63,-107.95,1700,,x,,Northern CHH,,,,,,,,,,,
20051127,2005,11,27,30.91,-107.42,1700,,x,,Northern CHH,,,,,,,,,,,
20051127,2005,11,27,30.74,-106.89,1700,,x,,Northern CHH,,,,,,,,,,,
20051127,2005,11,27,30.26,-106.78,1700,,x,,Northern CHH,,,,,,,,,,,
20051127,2005,11,27,31.26,-106.99,1700,,x,,Northern CHH,,,,,,,,,,,
20051127,2005,11,27,29.94,-106.06,1700,,x,,Northern CHH,,,,,,,,,,,
20051127,2005,11,27,29.28,-106.82,1700,,x,,Northern CHH,,,,,,,,,,,
20051128,2005,11,28,39.44,-103.17,1600,,x,,w Texas,,,,,,,,,,,
20051227,2005,12,27,33.09,-102.49,1630,,x,,w Texas,,,,,,,,,,,
20051227,2005,12,27,32.28,-102.62,1730,,x,,w Texas,,,,,,,,,,,
,,,,,,,,,,All 2006 1330 - 0030 UTC hourly imagery,,x,x,,,20120317,,,,,
20060101,2006,1,1,34.24,-103.66,1730,,x,,e NM,,,,,,,,,,,
20060101,2006,1,1,34.6,-100.52,1600,,x,,w Texas,,,,,,,,,,,
20060101,2006,1,1,34.83,-102.52,1600,,x,,w Texas,,,,,,,,,,,
20060101,2006,1,1,33.79,-102.89,1700,x,,,w Texas,,,,,,20120326,,,,,
20060101,2006,1,1,33.15,-102.82,1630,x,,,w Texas,,,,,,,,,,,
20060101,2006,1,1,32.84,-102.78,1630,x,,,w Texas,,,,,,,,,,,
20060101,2006,1,1,32.37,-101.73,1630,x,,,w Texas,,,,,,,,,,,
20060112,2006,1,12,37.64,-105.97,1730,,x,,s CO,,,,,,,,,,,
20060115,2006,1,15,31.72,-107.56,1930,x,,,N CHH,,,,,,20120331,,,,,
20060116,2006,1,16,30.68,-115.13,1800,x,,,"Baja California, MX",,,,,,20120331,,,,,
20060116,2006,1,16,27.09,-104.86,1800,x,,,Southern CHH,,,,,,20120401,,,,,
20060116,2006,1,16,26.51,-104.06,1800,x,,,Western COA,,,,,,20120402,,,,,
20060116,2006,1,16,28.51,-111.58,1800,x,,,SON Mexico,,,,,,20120402,,,,,
20060120,2006,1,20,32.19,-101.85,1730,,x,,w TX,,,,,,,,,,,
20060128,2006,1,28,32.59,-102.02,1730,,x,,w TX,,,,,,,,,,,
20060204,2006,2,4,39.81,-118.64,2100,x,,,NV,,,,,,20120403,,,,,
20060205,2006,2,5,38.92,-103.85,1700,,x,,e CO,,,,,,,,,,,
20060205,2006,2,5,38.98,-102.83,1700,,x,,e CO,,,,,,,,,,,
20060206,2006,2,6,32.89,-111.63,1700,,x,,S AZ,,,,,,,,,,,
20060210,2006,2,10,37.87,-106,1930,,x,,S CO,,,,,,20120406,,,,,
20060215,2006,2,15,36.62,-117.21,1800,x,,,Southern CA,,,,,,20120406,,,,,
20060215,2006,2,15,36.48,-117.7,1800,x,,,Southern CA,,,,,,20120406,,,,,
20060215,2006,2,15,37.15,-117,1930,x,,,sw NV,,,,,,20120406,,,,,
20060215,2006,2,15,32.79,-111.56,1930,x,,,Southern AZ,,,,,,20120411,,,,,
20060215,2006,2,15,32.37,-111.26,1930,x,,,Southern AZ,,,,,,20120411,,,,,
20060215,2006,2,15,35.9,-111,1930,x,,,AZ,,,,,,20120412,,,,,
20060215,2006,2,15,37.76,-105.94,1830,x,,,Southern CO,,,,,,20120414,,,,,
20060215,2006,2,15,31.58,-107.21,2000,x,,,Northern CHH,,,,,,20120415,,,,,
20060215,2006,2,15,32.7,-101.8,1800,x,,,w TX,,,,,,20120419,,,,,
20060304,2006,3,4,31.19,-107.96,1900,x,,,Northern CHH,,,,,,20120426,,,,,
20060308,2006,3,8,31.5,-107.29,1730,x,,,Northern CHH,,,,,,20120427,,,,,
20060308,2006,3,8,31,-106.5,1830,x,,,Northern CHH,,,,,,20120502,,,,,
20060308,2006,3,8,30.3,-106.5,1930,x,,,CHH,,,,,,20120503,,,,,
20060308,2006,3,8,30.75,-107.83,1900,,x,,CHH,,,,,,,,,,,
20060308,2006,3,8,30.02,-107.48,1900,,x,,CHH,,,,,,,,,,,
20060308,2006,3,8,30.01,-106,2000,,x,,CHH,,,,,,,,,,,
20060310,2006,3,10,31.22,-107.96,1700,x,,,Northern CHH,,,,,,20120511,,,,,
20060311,2006,3,11,31.75,-107.51,1630,x,,,Northern CHH,06070,x,x,,,20120514,,,,,
20060311,2006,3,11,31.16,-108,1730,x,,,Northern CHH,,,,,,20120518,,,,,
20060312,2006,3,12,31.32,-107.36,1600,x,,,Northern CHH,,,,,,20120522,,,,,
20060312,2006,3,12,30.07,-107.56,1730,x,,,CHH,,,,,,20120523,,,,,
20060312,2006,3,12,30.76,-106.64,1730,x,,,CHH,,,,,,20120523,,,,,
20060312,2006,3,12,30.33,-106.7,1730,x,,,CHH,,,,,,20120523,,,,,
20060312,2006,3,12,33.26,-102.99,1800,x,,,w TX,,,,,,20120524,,,,,
20060312,2006,3,12,32.7,-102.52,1800,x,,,w TX,,,,,,20120525,,,,,
20060312,2006,3,12,32.69,-101.91,1800,,x,,w TX,,,,,,20120525,,,,,
20060312,2006,3,12,33.03,-102.41,1800,,x,,w TX,,,,,,20120525,,,,,
20060312,2006,3,12,34.11,-102,1800,,x,,w TX,,,,,,20120525,,,,,
20060312,2006,3,12,35.75,-102.09,1600,x,,,Northern west TX,,,,,,20120526,,,,,
20060315,2006,3,15,37.8,-105.99,1900,x,,,Southern CO,,,,,,20120605,,,,,
20060315,2006,3,15,37.67,-105.91,1900,x,,,Southern CO,,,,,,20120605,,,,,
20060318,2006,3,18,31.5,-107.71,2130,x,,,Northern CHH,,,,,,20120608,,,,,
20060319,2006,3,19,31.6,-107,2030,x,,,Northern CHH,,,,,,20120609,,,,,
20060319,2006,3,19,30.91,-106.49,1930,x,,,Northern CHH,,,,,,20120610,,,,,
20060319,2006,3,19,30.5,-106.56,2000,x,,,CHH,,,,,,20120618,,,,,
20060319,2006,3,19,30.02,-106.1,2030,x,,,CHH,,,,,,20120617,,,,,
20060319,2006,3,19,28.7,-106.55,2000,x,,,CHH,,,,,,20120618,,,,,
20060325,2006,3,25,39.8,-118.51,2230,x,,,NV,,,,,,20120622,,,,,
20060326,2006,3,26,36.3,-103.5,2030,,,,Northeastern NM,,,,,,20120820,,,,,
20060330,2006,3,30,35.68,-101.06,1630,x,,,Northern west TX,,,,,,20120909,,,,,
20060330,2006,3,30,35.26,-100.79,1630,x,,,Northern west TX,,,,,,20120922,,,,,
20060402,2006,4,2,40.79,-102.26,1630,x,,,ne CO,,,,,,20121023,,,,,
20060402,2006,4,2,40.44,-103.68,1630,x,,,ne CO,,,,,,20121023,,,,,
20060402,2006,4,2,40.19,-102.55,1630,,x,,ne CO,,,,,,20121023,,,,,
20060402,2006,4,2,39.83,-103.08,1630,,x,,ne CO,,,,,,20121023,,,,,
20060405,2006,4,5,32.1,-115.46,1630,x,,,"Baja California, MX",06095,x,x,,,20121110,,,,,
20060405,2006,4,5,32.08,-114.6,1630,x,,,"Western Sonora, MX",06095,x,x,,,20121111,,,,,
20060406,2006,4,6,35.79,-101.93,1630,x,,,Northern west TX ,06096,x,x,,,20121219,,,,,
20060406,2006,4,6,35.77,-101.03,1630,x,,,Northern west TX ,06096,x,x,,,20130111,,,,,
20060406,2006,4,6,35.37,-100.69,1630,x,,,Northern west TX ,06096,x,x,,,20130111,,,,,
20060406,2006,4,6,34.26,-103.58,1530,x,,,e NM,,,,,,20130127,,,,,
20060406,2006,4,6,34.08,-103.07,1530,x,,,e NM,,,,,,20130129,,,,,
20060406,2006,4,6,33.13,-103.25,1530,x,,,e NM,,,,,,20130129,,,,,
20060406,2006,4,6,33.65,-102.32,1700,x,,,wTX,,,,,,20130209,,,,,
20060406,2006,4,6,32.63,-101.69,1530,x,,,w TX,,,,,,20130220,,,,,
20060406,2006,4,6,32.34,-101.71,1530,x,,,w TX,,,,,,20130220,,,,,
20060407,2006,4,7,32.7,-102.05,1530,x,,,w TX,,,,,,20130223,,,,,
20060407,2006,4,7,34.65,-100.15,1600,x,,,west TX - along front,,,,,,20130223,,,,,
20060414,2006,4,14,31.84,-115.12,1930,x,,,"Baja California, MX",,,,,,20130224,,,,,
20060414,2006,4,14,31.1,-115.23,1930,x,,,"Baja California, MX",,,,,,20130224,,,,,
20060415,2006,4,15,39.25,-101.17,1630,x,,,Western KS,06105,x,x,,,20130304,,,,,
20060415,2006,4,15,38.9,-101.39,1630,x,,,Western KS,06105,x,x,,,20130304,,,,,
20060415,2006,4,15,38.62,-101.62,1630,x,,,Western KS,06105,x,x,,,20130304,,,,,
20060415,2006,4,15,37.75,-101.94,1630,x,,,Western KS,06105,x,x,,,20130304,,,,,
20060415,2006,4,15,38.76,-102.5,1600,x,,,e CO,06105,x,x,,,20130304,,,,,
20060415,2006,4,15,37.45,-102.9,1730,x,,,e CO,06105,x,x,,,20130304,,,,,
20060415,2006,4,15,36.38,-104.79,1630,x,,,Northern NM,06105,x,x,,,20130306,,,,,
20060415,2006,4,15,36.69,-102.73,1630,x,,,Panhandle OK,,x,x,,,20130317,,,,,
20060415,2006,4,15,36.21,-102.87,1630,x,,,Northern west TX,06105,x,x,,,20130320,,,,,
20060415,2006,4,15,35.74,-102.06,1630,x,,,Northern west TX,06105,x,x,,,20130320,,,,,
20060415,2006,4,15,35.77,-100.89,1630,x,,,Northern west TX,,,,,,20130323,,,,,
20060415,2006,4,15,35.36,-100.6,1630,x,,,Northern west TX,,,,,,20130324,,,,,
20060415,2006,4,15,33.3,-102.37,1630,x,,,west TX,,,,,,20130408,,,,,
20060416,2006,4,16,37.82,-117.53,2030,x,,,NV,,,,,,20130409,,,,,
20060417,2006,4,17,35.85,-111.25,1900,x,,Missing some data,Northern AZ,06107,x,x,,,20130414,,,,,
20060417,2006,4,17,36.61,-109.94,1900,x,,Missing some data,Northeastern AZ,,,,,,20130415,,,,,
20060417,2006,4,17,37.73,-105.57,2000,x,,,Southern CO,06107,x,x,,,20130416,,,,,
20060417,2006,4,17,37.94,-105.82,2000,x,,,Southern CO,06107,x,x,,,20130416,,,,,
20060423,2006,4,23,35.8,-111.2,1930,,,,Northern AZ,,,,,,20130416,,,,,
20060427,2006,4,27,31.4,-109.8,1800,,,Southern AZ. Missing data. ,Unable to confirm,06117,x,x,,,20130417,,,,,
20060427,2006,4,27,31.8,-109.5,1800,,,Southern AZ. Missing data. ,Unable to confirm,06117,x,x,,,20130425,,,,,
20060427,2006,4,27,31.5,-109,1800,,,Southern AZ. Missing data. ,Unable to confirm,06117,x,x,,,20130426,,,,,
20060427,2006,4,27,31.63,-107.55,2000,x,,Northern CHH. Missing data. ,Unable to confirm time and coords,06117,x,x,,,20130430,,,,,
20060427,2006,4,27,30.62,-106.37,2000,x,,Northern CHH. Missing data. ,Unable to confirm time and coords,06117,x,x,,,20130501,,,,,
20060428,2006,4,28,28.58,-106.71,1800,x,,,CHH,06118,x,x,,,20130507,,,,,
20060428,2006,4,28,28.9,-104.64,1930,x,,,CHH,,,,,,20130513,,,,,
20060428,2006,4,28,27.95,-104.5,2030,x,,,CHH,,,,,,20130514,,,,,
20060509,2006,5,9,35.55,-108,2100,x,,,NM,06129,x,x,,,20130521,,,,,
20060522,2006,5,22,32.17,-109.76,1830,x,,,Southeastern AZ,06142,x,x,,,20130522,,,,,
20060522,2006,5,22,32.27,-108.86,1830,x,,,Southwestern NM,06142,x,x,,,20130523,,,,,
20060522,2006,5,22,31.56,-107.51,1900,x,,,Northern CHH,,,,,,20130530,,,,,
20060522,2006,5,22,31.25,-107.91,2030,x,,,Northern CHH,,,,,,20130603,,,,,
20060522,2006,5,22,30.73,-107.25,2030,x,,,Northern CHH,,,,,,,,,,,
20060525,2006,5,25,21.6,-108.6,2200,,,,Southwestern NM - fire,,,,,,20130609,,,,,
20060527,2006,5,27,37.76,-117.43,1630,x,,,NV,,,,,,20130610,,,,,
20060527,2006,5,27,31.61,-107.51,1630,x,,,CHH,,,,,,20130610,,,,,
20060527,2006,5,27,31.19,-107.92,1630,x,,,CHH,,,,,,20130610,,,,,
20060531,2006,5,31,30.87,-106.69,2130,x,,,CHH,,,,,,20130611,,,,,
20060612,2006,6,12,37.82,-117.57,1900,x,,,NV,,,,,,20130619,,,,,
20060612,2006,6,12,37.1,-110.9,1930,,,fire,Southern UT,,,,,,20130620,,,,,
20060612,2006,6,12,34.6,-110.7,2130,,,fire,AZ,,,,,,20130621,,,,,
20060613,2006,6,13,39.88,-118.37,2130,x,,,NV,,,,,,20130624,,,,,
20060613,2006,6,13,37.29,-115.79,2200,x,,,NV,,,,,,20130626,,,,,
20060615,2006,6,15,31.55,-107.5,2230,x,,,Northern CHH,,,,,,20130708,,,,,
20060619,2006,6,19,33.5,-108.6,2130,,,fire,Western NM,,,,,,20130730,,,,,
20060619,2006,6,19,30.71,-106.58,2130,x,,,CHH,,,,,,20130731,,,,,
20060620,2006,6,20,37.66,-105.21,2030,,,fire,Southern CO,,,,,,20130801,,,,,
20060621,2006,6,21,36.8,-112,2030,,,Fire,Northern AZ,,,,,,20130905,,,,,
20060711,2006,7,11,34.3,-116.4,2030,,,Fire,Southern CA,,,,,,20130917,,,,,
20060712,2006,7,12,34.3,-116.4,1530,,,Fire,Southern CA,,,,,,20130920,,,,,
20060713,2006,7,13,34.3,-116.4,,,,Fire,Southern CA,,,,,,20130924,,,,,
20060816,2006,8,16,41.5,-115.5,1900,,,Fire,Northern NV,,,,,,20130925,,,,,
20060821,2006,8,21,41.7,-116,2130,,,Fire,Northern NV,,,,,,20131010,,,,,
20060823,2006,8,23,41.6,-116.6,2000,,,Fire,Northern NV,,,,,,20131027,,,,,
20060906,2006,9,6,40.79,-119.16,1900,,,,w NV,,,,,,,,,,,
20060915,2006,9,15,37.75,-117.55,2130,x,,,NV,,,,,,20131129,,,,,
20060918,2006,9,18,,,,,,Fire,Southern CA,,,,,,20140104,,,,,
20060919,2006,9,19,,,,,,Fire (2?),Southern CA,,,,,,20140110,,,,,
20060921,2006,9,21,33.75,-101.35,1630,x,,,w TX,06264,x,x,,,20140120,,,,,
20060921,2006,9,21,32.61,-102.02,1800,x,,,w TX,06264,x,x,,,20140120,,,,,
20060926,2006,9,26,,,,,,Fire,Southern CA,,,,,,20140220,,,,,
20061006,2006,10,6,31.98,-115.18,1915,,x,,northern Baja,,,,,,,,,,,
20061025,2006,10,25,36.7,-120,1730,,,Fire,Central CA,,,,,,20140221,,,,,
20061114,2006,11,14,32.7,-102.18,2000,x,,,w TX,,,,,,20140227,,,,,
20061114,2006,11,14,32.45,-101.51,2000,x,,,w TX,,,,,,20140228,,,,,
20061114,2006,11,14,33.11,-101.59,2000,x,,,w TX,,,,,,20140228,,,,,
20061115,2006,11,15,32.97,-101.98,1530,x,,,w TX,06319,x,x,,,20140311,,,,,
20061121,2006,11,21,40.95,-119.02,2030,,x,,nw NV,06325,x,x,,,20140311,,,,,
20061129,2006,11,29,31.45,-107.33,1900,x,,,Northern CHH,06333,x,x,,,20140311,,,,,
20061129,2006,11,29,32.28,-112.78,1915,x,,,Southern AZ,06333,x,x,,,20140316,,,,,
20061129,2006,11,29,32.99,-111.96,1915,x,,,Southern AZ,06333,x,x,,,20140317,,,,,
20061227,2006,12,27,31.99,-114.87,1930,,x,,"Baja California, MX",,,,,,,,,,,
,,,,,,,,,,All 2007 1330 - 0030 UTC hourly imagery,,x,x,,,20140318,,,,,
20070105,2007,1,5,32.59,-115.89,2030,x,,,"Baja California, MX",,,,,,20140327,,,,,
20070114,2007,1,14,32.98,-106.25,1730,x,,,Southern NM,,,,,,20140330,,,,,
20070201,2007,2,1,37.81,-117.51,2130,x,,,NV,07032,x,x,,,20140331,,,,,
20070212,2007,2,12,30.8,-106.65,2015,,x,,CHH,07043,x,x,,,20140331,,,,,
20070212,2007,2,12,33.24,-102.12,2000,,x,,w TX,,,,,,20140401,,,,,
20070219,2007,2,19,33.39,-102.11,1830,x,,,w TX,,,,,,20140401,,,,,
20070219,2007,2,19,33.57,-101.57,1830,x,,,w TX,,,,,,20140401,,,,,
20070220,2007,2,20,33.76,-101.99,1730,x,,,w TX,,,,,,20140402,,,,,
20070220,2007,2,20,33.2,-101.92,1830,x,,,w TX,,,,,,20140403,,,,,
20070220,2007,2,20,32.71,-102,1700,x,,,w TX,,,,,,20140413,,,,,
20070223,2007,2,23,31.08,-107.84,1930,x,,,Northern CHH,07054,x,x,,,20140422,,,,,
20070223,2007,2,23,31.1,-106.6,1930,x,,,Northern CHH,07054,x,x,,,20140423,,,,,
20070223,2007,2,23,30.7,-106.3,1930,x,,,Northern CHH,07054,x,x,,,20140424,,,,,
20070223,2007,2,23,29.23,-106.78,1900,x,,,CHH,,,,,,20140426,,,,,
20070223,2007,2,23,28.93,-106.7,1900,x,,,CHH,,,,,,20140427,,,,,
20070224,2007,2,24,33.51,-102.45,1730,x,,,w TX,,,,,,20140428,,,,,
20070224,2007,2,24,33.21,-102.51,1730,x,,,w TX,,,,,,20140429,,,,,
20070224,2007,2,24,32.71,-102.18,1730,x,,,w TX,,,,,,20140429,,,,,
20070224,2007,2,24,32.16,-101.94,1730,,x,,w TX,,,,,,20140429,,,,,
20070224,2007,2,24,31.76,101.41,1730,,x,,w TX,,,,,,20140429,,,,,
20070224,2007,2,24,30.9,-100.75,1730,x,,,w TX,,,,,,20140430,,,,,
20070226,2007,2,26,33.47,-102,1800,x,,,w TX,,,,,,20140501,,,,,
20070227,2007,2,27,32.64,-102.11,1830,x,,,w TX,07058,x,x,,,20140505,,,,,
20070228,2007,2,28,31.06,-107.89,1800,x,,,Northern CHH,07059,x,x,,,20140507,,,,,
20070228,2007,2,28,33.33,-102.16,1830,x,,,w TX,07059,x,x,,,20140508,,,,,
20070228,2007,2,28,33.86,-102.58,1830,,x,,w TX,07059,x,x,,,20140508,,,,,
20070301,2007,3,1,32.9,-102.22,1600,x,,,w TX,07060,x,x,,,20140511,,,,,
20070301,2007,3,1,33.2,-102.35,1600,x,,,w TX,07060,x,x,,,20140511,,,,,
20070301,2007,3,1,33.68,-102.39,1600,,x,,w TX,07060,x,x,,,20140511,,,,,
20070303,2007,3,3,33.04,-102.15,1630,x,,,w TX,,,,,,20140520,,,,,
20070303,2007,3,3,32.95,-101.85,1630,x,,,w TX,,,,,,20140520,,,,,
20070317,2007,3,17,40.91,-119.05,2100,x,,,Northwestern NV,,,,,,20140527,,,,,
20070323,2007,3,23,28.81,-106.76,1800,x,,,CHH,,,,,,20140610,,,,,
20070327,2007,3,27,31.93,-115.3,2030,x,,,MX-BCN,07086,x,x,,,20140612,,,,,
20070327,2007,3,27,32.36,-115.59,2030,x,,,MX-BCN,07086,x,x,,,20140612,,,,,
20070327,2007,3,27,32.74,-115,1900,x,,,S CA,,,,,,20140614,,,,,
20070328,2007,3,28,31.06,-107.7,1900,x,,,Northern CHH,07087,x,x,,,20140616,,,,,
20070328,2007,3,28,30.4,-106.73,2000,x,,,CHH,07087,x,x,,,20140617,,,,,
20070406,2007,4,6,30.8,-112.2,2100,x,,,MX-SON,,,,,,20140720,,,,,
20070409,2007,4,9,40.7,-119.39,2130,x,,,Northwestern NV,,,,,,20140809,,,,,
20070409,2007,4,9,39.8,-118.37,2130,x,,,NV,,,,,,20141015,,,,,
20070409,2007,4,9,39.32,-117.48,1930,x,,,NV,,,,,,20141025,,,,,
20070411,2007,4,11,32,-115.12,2130,x,,,MX-BCN,,,,,,20141214,,,,,
20070412,2007,4,12,34.8,-117.91,1645,x,,,Southern CA,07102,x,x,,,20150221,,,,,
20070412,2007,4,12,34.4,-115.5,1645,x,,,Southern CA,,,,,,20150222,,,,,
20070412,2007,4,12,32.02,-114.91,1930,x,,,MX-BCN,07102,x,x,,,20150329,,,,,
20070412,2007,4,12,31.8,-112.3,1930,x,,,Southern AZ,07102,x,x,,,20150331,,,,,
20070412,2007,4,12,31.37,-107.38,1730,x,,,Northern CHH,07102,x,x,,,20150402,,,,,
20070412,2007,4,12,31.06,-107.89,1830,x,,,CHH,,,,,,20150408,,,,,
20070413,2007,4,13,29.3,-106.5,1730,x,,,CHH,07103,x,x,,,20150414,,,,,
20070413,2007,4,13,32.68,-102.08,1730,x,,,w TX,,,,,,,,,,,
20070414,2007,4,14,32.08,-115.65,1700,x,,,MX-BCN,,x,x,,,20150415,,,,,
20070415,2007,4,15,32.18,-115.65,1700,x,,,MX-BCN,,x,x,,,20150415,,,,,
20070415,2007,4,15,31.99,-115.01,1700,x,,,MX-BCN,,x,x,,,20150415,,,,,
20070416,2007,4,16,31.3,-107.72,2000,x,,,Northern CHH,07106,x,x,,,20150418,,,,,
20070416,2007,4,16,29.81,-107.5,1730,x,,,CHH,07106,x,x,,,20150419,,,,,
20070416,2007,4,16,29.26,-106.71,1730,x,,,CHH,07106,x,x,,,20150422,,,,,
20070416,2007,4,16,28.87,-106.77,1730,x,,,CHH,,,,,,20150424,,,,,
20070416,2007,4,16,28.57,-106.67,1730,x,,,CHH,,,,,,20150424,,,,,
20070417,2007,4,17,40.5,-119.62,2030,x,,,Western NV,,,,,,20150426,,,,,
20070418,2007,4,18,34.42,-115.53,1730,x,,,Southern CA,,,,,,20150508,,,,,
20070418,2007,4,18,36.11,-111.1,2030,x,,,Northern AZ,,,,,,20150509,,,,,
20070418,2007,4,18,35.57,-110.9,2030,x,,,AZ,,,,,,20150512,,,,,
20070421,2007,4,21,31.22,-107.18,1830,x,,,Northern CHH,07111,x,x,,,20150516,,,,,
20070421,2007,4,21,30.5,-106.47,1830,x,,,CHH,07111,x,x,,,20150613,,,,,
20070510,2007,5,10,39.33,-117.46,2100,x,,,c NV,,,,,,20150615,,,,,
20070520,2007,5,20,31.97,-115.05,2100,x,,,MX-BCN,,,,,,20150615,,,,,
20070521,2007,5,21,31.96,-115.29,1630,x,,,MX-BCN,,,,,,20150615,,,,,
20070606,2007,6,6,34.69,-117.58,2030,x,,,Southern CA,07157,x,x,,,20150618,,,,,
20070606,2007,6,6,34.4,-116.3,2030,x,,,Southern CA,,,,,,20150621,,,,,
20070606,2007,6,6,35.81,-111.37,2030,x,,,AZ,,,,,,20150708,,,,,
20070606,2007,6,6,35.82,-108.52,1900,x,,,Northwestern NM,,,,,,20150726,,,,,
20070606,2007,6,6,37.73,-105.88,1900,x,,,Southern CO,,,,,,20150807,,,,,
20070611,2007,6,11,31.95,-115.18,1930,x,,,MX-BCN,,,,,,20151105,,,,,
20070622,2007,6,22,31.95,-115.39,2000,x,,,MX-BCN,,,,,,20151116,,,,,
20070623,2007,6,23,40.91,-119.09,2230,x,,,Northwestern NV,,,,,,20151217,,,,,
20070630,2007,6,30,40.7,-109.8,1830,,,Fire,Northeastern UT,,,,,,20151220,,,,,
20070707,2007,7,7,36.9,-118.3,1630,,,Might be smoke,CA,,,,,,20151226,,,,,
20070707,2007,7,7,40.2,-120.4,1630,,,Might be smoke,Northern CA,,,,,,20160119,,,,,
20070718,2007,7,18,40,-115.9,1630,,,Fire,NV,,,,,,20160120,,,,,
20070718,2007,7,18,40.06,-115.95,1700,,x,,NV,,,,,,,,,,,
20070720,2007,7,20,42.2,-115.2,1800,,,Fire,Southern ID,,,,,,20160121,,,,,
20070720,2007,7,20,41.9,-114.1,1730,,,Fire,Northeastern NV,,,,,,20160124,,,,,
20070721,2007,7,21,41.9,-113.9,1930,,,Fire,Northwestern UT,,,,,,20160201,,,,,
20070803,2007,8,3,34.7,-119.3,1830,,,"Smoke (continues, not marked)",CA,,,,,,20160218,,,,,
20070805,2007,8,5,40.61,-119.54,2030,x,,,Northwestern NV,,,,,,20160222,,,,,
