Date (YYYYMMDD),YYYY,M,D,latitude,longitude,start time (UTC),Jesse Check,Bill add,Notes,New GOES Notes,Julian day,GOES Raw,GOES Images,,,,,,,,
20130409,2013,4,9,28.88,-104.71,1530,x,,SWIRD,CHH,,,,,,,,,,,
20130414,2013,4,14,32.23,-107.4,1600,x,,,Southern NM,13104,x,x,,,,,,,,
20130414,2013,4,14,32.81,-106.3,1700,x,,SWIRD,Southern NM,,,,,,,,,,,
20130414,2013,4,14,32.56,-106.31,1700,x,,SWIRD,Southern NM,,,,,,,,,,,
20130414,2013,4,14,32.42,-106.32,1700,x,,SWIRD,Southern NM,,,,,,,,,,,
20130414,2013,4,14,32.2,-106.36,1700,x,,SWIRD,Southern NM,,,,,,,,,,,
20130414,2013,4,14,32.04,-106.25,1700,x,,SWIRD,Southern NM,,,,,,,,,,,
20130414,2013,4,14,31.18,-107.94,1600,x,,SWIRD,CHH,,,,,,,,,,,
20130414,2013,4,14,30.51,-107.44,1600,x,,SWIRD,CHH,,,,,,,,,,,
20130415,2013,4,15,35.42,-110.79,1700,x,,,AZ,13105,x,x,,,,,,,,
20130415,2013,4,15,35.88,-111.32,1700,x,,,AZ,13105,x,x,,,,,,,,
20130415,2013,4,15,36.3,-109.7,1700,x,,SWIRD,Northeastern AZ,,,,,,,,,,,
20130415,2013,4,15,35.77,-108.67,1600,x,,Adjusted with SWIRD,Northwestern NM,,,,,,,,,,,
20130415,2013,4,15,36.65,-108.77,2000,x,,SWIRD,Northwestern NM,,,,,,,,,,,
20130415,2013,4,15,32.95,-106.4,1830,x,,SWIRD,Southern NM,,,,,,,,,,,
20130415,2013,4,15,31.17,-107.94,1600,x,,,Northern CHH,,,,,,,,,,,
20130415,2013,4,15,35.21,-116.45,1600,x,,,So CA,,,,,,,,,,,
20130416,2013,4,16,35.55,-111.07,1515,x,,,Northeastern AZ,13106,x,x,,,,,,,,
20130416,2013,4,16,35.28,-110.69,1515,x,,,Northeastern AZ,,,,,,,,,,,
20130416,2013,4,16,34.99,-110.19,1515,x,,SWIRD,Northeastern AZ,,,,,,,,,,,
20130416,2013,4,16,36.55,-108.73,1515,x,,,Northwestern NM,,,,,,,,,,,
20130416,2013,4,16,35.85,-108.61,1515,x,,,Northwestern NM,,,,,,,,,,,
20130416,2013,4,16,31.2,-107.96,1715,x,,,Northern CHH,,,,,,,,,,,
20130417,2013,4,17,34,-103.31,1700,x,,Adjusted with SWIRD,NM,13107,x,x,,,,,,,,
20130417,2013,4,17,32.96,-104.62,1730,x,,SWIRD,NM,,,,,,,,,,,
20130417,2013,4,17,32.93,-106.37,1700,x,,SWIRD,NM,,,,,,,,,,,
20130417,2013,4,17,32,-107.74,1700,x,,SWIRD,NM,,,,,,,,,,,
20130417,2013,4,17,32.1,-108.55,1700,x,,SWIRD,NM,,,,,,,,,,,
20130417,2013,4,17,31.59,-107.17,1600,x,,,Northern CHH,,,,,,,,,,,
20130417,2013,4,17,31.19,-107.87,1600,x,,,Northern CHH,,,,,,,,,,,
20130417,2013,4,17,31.04,-108.48,1600,x,,,Northern CHH,,,,,,,,,,,
20130417,2013,4,17,30.93,-106.9,1600,x,,,Northern CHH,,,,,,,,,,,
20130417,2013,4,17,30.62,-107.97,1600,x,,,Northern CHH,,,,,,,,,,,
20130417,2013,4,17,30.55,-107.32,1600,x,,,Northern CHH,,,,,,,,,,,
20130418,2013,4,18,27.78,-110.5,1900,,x,,SON,,,,,,,,,,,
20130425,2013,4,25,31.16,-107.99,1900,x,,,Northern CHH,13115,x,x,,,,,,,,
20130430,2013,4,30,35.51,-110.98,1730,x,,,AZ,13120,x,x,,,,,,,,
20130430,2013,4,30,36.82,-109.86,1730,x,,SWIRD,Northeastern AZ,,,,,,,,,,,
20130430,2013,4,30,35.79,-108.67,1830,x,,,Northwestern NM,,,,,,,,,,,
20130430,2013,4,30,36.77,-108.88,1800,x,,SWIRD,Northwestern NM,,,,,,,,,,,
20130501,2013,5,1,36.66,-108.7,1900,x,,,Northwestern NM,,,,,,,,,,,
20130502,2013,5,2,32.27,-107.98,1630,x,,"Strange plume, SWIRD confirmed",Western NM,13122,x,x,,,,,,,,
20130502,2013,5,2,32.8,-106.27,1530,x,,SWIRD,Southern NM,,,,,,,,,,,
20130519,2013,5,19,34,-102.95,2030,,x,,Southern NM,13139,x,x,,,,,,,,
20130520,2013,5,20,32.2,-107.43,2030,x,,,Southern NM,13140,x,x,,,,,,,,
20130520,2013,5,20,32.95,-106.32,2100,x,,SWIRD,Southern NM,,,,,,,,,,,
20130520,2013,5,20,31.55,-107.21,2030,x,,,Northern CHH,,,,,,,,,,,
20130520,2013,5,20,34.37,-102.98,1800,x,,SWIRD,west TX,,,,,,,,,,,
20130521,2013,5,21,39.78,-118.62,1800,x,,Missing GOES-E from here to ,NV,13141,x,x,,,,,,,,
20130521,2013,5,21,32.68,-102.44,1730,x,,SWIRD,west TX,,,,,,,,,,,
20130522,2013,5,22,35.52,-110.84,1830,x,,,AZ,13142,x,x,,,,,,,,
20130523,2013,5,23,35.4,-110.87,1700,x,,,AZ,13143,x,x,,,,,,,,
20130523,2013,5,23,36.6,-109.9,1700,x,,,Northeastern AZ,,,,,,,,,,,
20130523,2013,5,23,35.9,-108.54,1800,x,,,Northwestern NM,,,,,,,,,,,
20130523,2013,5,23,36.55,-108.79,1800,x,,,Northwestern NM,,,,,,,,,,,
20130529,2013,5,29,36.41,-108.53,2030,x,,,Northwestern NM,13149,x,x,,,,,,,,
20130529,2013,5,29,31.55,-107.15,1900,x,,,Northern CHH,,,,,,,,,,,
20130530,2013,5,30,38.13,-104.3,1630,x,,,Southern CO,,,,,,,,,,,
20130531,2013,5,31,37.82,-105.83,2030,x,,,Southern CO,,,,,,,,,,,
20130531,2013,5,31,36.22,-108.68,1630,x,,,Southern CO,,,,,,,,,,,
20130603,2013,6,3,31.58,-107.16,2030,x,,,Northern CHH,,,,,,,,,,,
20130609,2013,6,9,31.58,-107.07,1500,x,,Interesting haboob,Northern CHH,,,,,,,,,,,
20130610,2013,6,10,34.5,-117.9,1800,,,,Southern CA,13161,x,x,,,,,,,,
20130610,2013,6,10,34.5,-116.9,1800,,,,Southern CA,,,,,,,,,,,
,,,,,,,,,"Got permissions error, went away after returning a few hours later. ",,,,,,,,,,,,
20130611,2013,6,11,38.21,-104.19,1800,x,,,eastern CO,,,,,,,,,,,
20130619,2013,6,19,36.59,-109.85,1800,x,,,Northeastern AZ,,,,,,,,,,,
20130619,2013,6,19,36,-108.62,1730,x,,SWIRD,Northwestern NM,,,,,,,,,,,
20130620,2013,6,20,33.01,-101.72,1800,x,,SWIRD,west TX,,,,,,,,,,,
20130621,2013,6,21,33,-101.75,1800,x,,SWIRD,west TX,,,,,,,,,,,
20130624,2013,6,24,33.1,-107.6,1730,,,"Fire, SWIRD confirmed",NM,,,,,,,,,,,
20130626,2013,6,26,39.83,-118.43,2015,,x,SWIRD,NV,,,,,,,,,,,
20130626,2013,6,26,31.51,-107.48,1630,x,,SWIRD,Northern CHH,,,,,,,,,,,
20130626,2013,6,26,31.54,-107.29,1630,x,,SWIRD,Northern CHH,,,,,,,,,,,
20130708,2013,7,8,39,-119.3,1900,,,"Fire, SWIRD confirmed",Western NV,,,,,,,,,,,
20130708,2013,7,8,36.2,-115.4,1800,,,"Fire, SWIRD confirmed",Southern NV,,,,,,,,,,,
20130730,2013,7,30,39.84,-118.46,2030,x,,Adjusted via SWIRD,Western NV,,,,,,,,,,,
20130731,2013,7,31,39.89,-118.4,2130,x,,SWIRD,Western NV,,,,,,,,,,,
20130801,2013,8,1,39.75,-118.51,1830,x,,Adjusted via SWIRD,Western NV,,,,,,,,,,,
20130905,2013,9,5,40.32,-120.13,1930,x,,,northeast CA,,,,,,,,,,,
20130905,2013,9,5,39.87,-118.47,2200,x,,,NV,,,,,,,,,,,
20130917,2013,9,17,39.78,-118.56,2200,x,,,NV,,,,,,,,,,,
20130917,2013,9,17,40.27,-120.22,2200,x,,,northeast CA,,,,,,,,,,,
20130917,2013,9,17,36.35,-117.4,1900,x,,SWIRD,CA,,,,,,,,,,,
20130920,2013,9,20,40.28,-120.21,2000,x,,SWIRD,northeast CA,,,,,,,,,,,
20130920,2013,9,20,41.29,-120.05,2000,x,,SWIRD,northeast CA,,,,,,,,,,,
20130924,2013,9,24,39.77,-118.62,1930,x,,,NV,,,,,,,,,,,
20130925,2013,9,25,36.37,-117.45,1930,x,,SWIRD,CA,,,,,,,,,,,
20130925,2013,9,25,35.26,-116.42,1830,x,,SWIRD,CA,,,,,,,,,,,
20131010,2013,10,10,31.02,-106.85,1730,x,,SWIRD,Northern CHH,,,,,,,,,,,
20131010,2013,10,10,30.57,-106.56,1730,x,,SWIRD,Northern CHH,,,,,,,,,,,
20131027,2013,10,27,40.26,-120.21,2030,x,,Adjusted via SWIRD,Northern CA,,,,,,,,,,,
20131027,2013,10,27,39.84,-118.57,2030,x,,,NV,,,,,,,,,,,
20131116,2013,11,16,37.95,-104.11,1700,x,,,Southern CO,,,,,,,,,,,
20131116,2013,11,16,37.75,-103.96,1700,x,,,Southern CO,,,,,,,,,,,
20131116,2013,11,16,36.03,-102.46,1830,x,,,west TX,,,,,,,,,,,
20131116,2013,11,16,35.71,-102.65,1830,x,,,west TX,,,,,,,,,,,
20131116,2013,11,16,33.1,-102.85,1900,x,,,west TX,#REF!,x,x,,,,,,,,
20131121,2013,11,21,41.87,-120.44,1700,,x,,ne CA,,,,,,,,,,,
20131122,2013,11,22,41.83,-120.42,1700,,x,,ne CA,,,,,,,,,,,
20131123,2013,11,23,41.88,-120.38,1700,,x,,ne CA,,,,,,,,,,,
20140104,2014,1,4,37.81,-117.5,2000,x,,SWIRD,NV,,,,,,,,,,,
20140110,2014,1,10,34.09,-103.06,1700,,X,,E NM,,,,,,,,,,,
20140110,2014,1,10,33.66,-102.62,1700,,X,,west TX,,,,,,,,,,,
20140110,2014,1,10,33.16,-102.45,1700,x,,,west TX,,,,,,,,,,,
20140110,2014,1,10,32.88,-101.99,1730,x,,SWIRD,west TX,,,,,,,,,,,
20140118,2014,1,18,41.45,-103.45,1500,,x,,sw NE,,,,,,,,,,,
20140118,2014,1,18,41.38,-103.03,1500,,x,,sw NE,,,,,,,,,,,
20140118,2014,1,18,41.35,-102.72,1500,,x,,sw NE,,,,,,,,,,,
20140118,2014,1,18,41.17,-102.47,1500,,x,,sw NE,,,,,,,,,,,
20140118,2014,1,18,40.92,-103.4,1700,,x,,ne CO,,,,,,,,,,,
20140118,2014,1,18,40.46,-102.93,1700,,x,,ne CO,,,,,,,,,,,
20140118,2014,1,18,38.45,-102.96,1800,,x,,e CO,,,,,,,,,,,
20140118,2014,1,18,38.26,-102.35,1800,,x,,e CO,,,,,,,,,,,
20140118,2014,1,18,39.96,-101.93,1730,,x,,nw KS,,,,,,,,,,,
20140118,2014,1,18,39.38,-101.94,1730,,x,,nw KS,,,,,,,,,,,
20140118,2014,1,18,38.99,-101.85,1730,,x,,nw KS,,,,,,,,,,,
20140118,2014,1,18,37.69,-101.52,1700,,x,,sw KS,,,,,,,,,,,
20140118,2014,1,18,37.52,-101.22,1700,,x,,sw KS,,,,,,,,,,,
20140119,2014,1,19,38.13,-104.45,1900,,x,,e CO,,,,,,,,,,,
20140119,2014,1,19,35.19,-101.77,1800,,x,,TX PH,,,,,,,,,,,
20140119,2014,1,19,34.99,-102.28,1800,,x,,TX PH,,,,,,,,,,,
20140120,2014,1,20,41.37,-103.47,1800,,x,SWIRD,NE,,,,,,,,,,,
20140120,2014,1,20,41.32,-103.17,1800,,x,SWIRD,NE,,,,,,,,,,,
20140120,2014,1,20,41.28,-102.8,1800,,x,SWIRD,NE,,,,,,,,,,,
20140120,2014,1,20,41.25,-102.5,1800,,x,SWIRD,NE,,,,,,,,,,,
20140120,2014,1,20,41.19,-102.2,1800,,x,SWIRD,NE,,,,,,,,,,,
20140120,2014,1,20,41.13,-101.98,1800,,x,SWIRD,NE,,,,,,,,,,,
20140120,2014,1,20,37.93,-103.09,1700,,x,SWIRD,e CO,,,,,,,,,,,
20140122,2014,1,22,40.86,-119.16,2000,,x,SWIRD,nw NV,,,,,,,,,,,
20140123,2014,1,23,40.66,-119.55,1700,,x,SWIRD,nw NV,,,,,,,,,,,
20140123,2014,1,23,40.66,-119.34,2100,,x,SWIRD,nw NV,,,,,,,,,,,
20140123,2014,1,23,40.99,-118.81,2200,,x,SWIRD,nw NV,,,,,,,,,,,
20140124,2014,1,24,40.64,-119.58,1800,,x,SWIRD,nw NV,,,,,,,,,,,
20140126,2014,1,26,38.22,-104.76,2000,,x,SWIRD,e CO,,,,,,,,,,,
20140219,2014,2,19,37.79,-117.55,1900,,x,SWIRD,w NV,14050,,,,,,,,,,
20140220,2014,2,20,32.86,-102.87,1630,x,,SWIRD,west TX,14051,,,,,,,,,,
20140220,2014,2,20,32.96,-102.1,1630,,x,SWIRD,west TX,14051,,,,,,,,,,
20140220,2014,2,20,34.68,-105.91,1830,x,,SWIRD,NM,,,,,,,,,,,
20140221,2014,2,21,38.17,-104.62,1830,x,,,Southern CO,,,,,,,,,,,
20140227,2014,2,27,34.3,-116.6,1730,,,Not visible on SWIRD,Southern CA,,,,,,,,,,,
20140228,2014,2,28,33.7,-102.56,1630,x,,SWIRD,west TX,14059,,,,,,,,,,
20140228,2014,2,28,38.19,-104.66,1800,x,,,Southern CO,,,,,,,,,,,
20140228,2014,2,28,38.03,-104.03,1800,x,,,Southern CO,,,,,,,,,,,
20140305,2014,3,5,31.96,-102.98,1700,x,,SWIRD,w TX,,,,,,,,,,,
20140305,2014,3,5,32.17,-102.58,1700,x,,SWIRD,w TX,,,,,,,,,,,
20140311,2014,3,11,38.53,-103.83,1700,x,,SWIRD,Southern CO,,,,,,,,,,,
20140311,2014,3,11,38.59,-103.22,1700,x,,SWIRD,Southern CO,,,,,,,,,,,
20140311,2014,3,11,38.5,-102.98,1700,,x,SWIRD,Southern CO,,,,,,,,,,,
20140311,2014,3,11,38.71,-102.62,1700,,x,SWIRD,Southern CO,,,,,,,,,,,
20140311,2014,3,11,38.59,-102.4,1700,,x,SWIRD,Southern CO,,,,,,,,,,,
20140311,2014,3,11,38.09,-101.96,1700,,x,SWIRD,w KS,,,,,,,,,,,
20140311,2014,3,11,33.46,-101.11,1600,x,,SWIRD,west TX,,,,,,,,,,,
20140311,2014,3,11,33.03,-101.43,1700,x,,,west TX,,,,,,,,,,,
20140311,2014,3,11,32.77,-101.66,1700,,x,,west TX,,,,,,,,,,,
20140311,2014,3,11,32.62,-101.92,1700,,x,,west TX,,,,,,,,,,,
20140311,2014,3,11,34.9,-103.06,1700,,x,,e NM,,,,,,,,,,,
20140315,2014,3,15,36.15,-111.28,2200,,x,SWIRD,ne AZ,,,,,,,,,,,
20140315,2014,3,15,36.82,-110.22,1730,,x,SWIRD,ne AZ,,,,,,,,,,,
20140315,2014,3,15,36.82,-109.83,2000,,x,SWIRD,ne AZ,,,,,,,,,,,
20140315,2014,3,15,38.54,-102.94,1730,,x,SWIRD,e CO,,,,,,,,,,,
20140315,2014,3,15,38.6,-103.21,1730,,x,SWIRD,e CO,,,,,,,,,,,
20140315,2014,3,15,38.82,-103.66,1800,,x,SWIRD,e CO,,,,,,,,,,,
20140316,2014,3,16,33.77,-101.58,1800,,x,SWIRD,Western TX,,,,,,,,,,,
20140316,2014,3,16,33.15,-102.23,1800,x,,SWIRD,Western TX,,,,,,,,,,,
20140316,2014,3,16,32.55,-101.91,1800,x,,SWIRD,Western TX,,,,,,,,,,,
20140317,2014,3,17,38.47,-115.68,2000,x,,,NV,,,,,,,,,,,
20140317,2014,3,17,38.07,-103.94,2100,x,,,Southern CO,,,,,,,,,,,
20140317,2014,3,17,40.7,-113.86,1730,x,,,nw UT,,,,,,,,,,,
20140318,2014,3,18,38.9,-103.45,1500,x,,SWIRD,Southern CO,,,,,,,,,,,
20140318,2014,3,18,38.78,-103.75,1500,x,,SWIRD,Southern CO,,,,,,,,,,,
20140318,2014,3,18,38.59,-103.14,1500,x,,,Southern CO,,,,,,,,,,,
20140318,2014,3,18,38.16,104.24,1600,x,,,Southern CO,,,,,,,,,,,
20140318,2014,3,18,37.96,-104.1,1600,x,,,Southern CO,,,,,,,,,,,
20140318,2014,3,18,37.97,-103.92,1600,x,,,Southern CO,,,,,,,,,,,
20140318,2014,3,18,37.34,-102.94,1730,x,,,Southern CO,,,,,,,,,,,
20140318,2014,3,18,37.5,-102.68,1730,x,,,Southern CO,,,,,,,,,,,
20140318,2014,3,18,34.67,-103.63,1600,x,,SWIRD,Eastern NM,,,,,,,,,,,
20140318,2014,3,18,33.77,-102.91,1700,x,,SWIRD,west TX,,,,,,,,,,,
,,,,,,,,,Missing data from 3/22 to 4/3. Both GOES E and GOES W. SWIRD fills this gap.,,,,,,,,,,,,
20140327,2014,3,27,36.15,-102.38,1530,x,,SWIRD,west TX,,,,,,,,,,,
20140327,2014,3,27,35.79,-101.98,1530,x,,SWIRD,west TX,,,,,,,,,,,
20140327,2014,3,27,35.69,-102.48,1530,x,,SWIRD,west TX,,,,,,,,,,,
20140327,2014,3,27,34.69,-102.38,1530,x,,SWIRD,west TX,,,,,,,,,,,
20140327,2014,3,27,32.53,-101.98,1730,x,,SWIRD,west TX,,,,,,,,,,,
20140327,2014,3,27,31.56,-107.63,1930,,x,SWIRD,n CHH,,,,,,,,,,,
20140330,2014,3,30,34.26,-116.19,1800,x,,SWIRD,Southern CA,,,,,,,,,,,
20140330,2014,3,30,34.47,-115.63,1800,x,,SWIRD,Southern CA,,,,,,,,,,,
20140330,2014,3,30,35.07,-115.92,1800,,x,SWIRD,Southern CA,,,,,,,,,,,
20140330,2014,3,30,35.51,-110.94,1900,x,,SWIRD,Northeastern AZ,,,,,,,,,,,
20140330,2014,3,30,36.08,-111.21,1900,x,,SWIRD,Northeastern AZ,,,,,,,,,,,
20140330,2014,3,30,36.55,-109.63,1900,,x,SWIRD,Northeastern AZ,,,,,,,,,,,
20140330,2014,3,30,35.86,-108.67,2000,x,,SWIRD,Northwestern NM,,,,,,,,,,,
20140331,2014,3,31,38.1,-104.45,1530,x,,SWIRD,Southern CO,,,,,,,,,,,
20140331,2014,3,31,38.03,-104.1,1530,,x,SWIRD,Southern CO,,,,,,,,,,,
20140331,2014,3,31,37.93,-102.67,1530,,x,SWIRD,Southern CO,,,,,,,,,,,
20140331,2014,3,31,40.11,-103.18,1530,,x,SWIRD,ne CO,,,,,,,,,,,
20140331,2014,3,31,40.27,-102.92,1530,,x,SWIRD,ne CO,,,,,,,,,,,
20140331,2014,3,31,40.94,-103.11,1530,,x,SWIRD,ne CO,,,,,,,,,,,
20140331,2014,3,31,39.88,-101.12,1530,,x,SWIRD,nw KS,,,,,,,,,,,
20140401,2014,4,1,37.99,-104.18,2000,x,,SWIRD,Southeastern CO,,,,,,,,,,,
20140401,2014,4,1,37.66,-105.88,1800,x,,SWIRD,Southern CO,,,,,,,,,,,
20140401,2014,4,1,35.78,-108.68,1630,x,,SWIRD,Northwestern NM,,,,,,,,,,,
20140401,2014,4,1,36.03,-108.5,1700,,x,SWIRD,Northwestern NM,,,,,,,,,,,
20140401,2014,4,1,36.53,-108.59,1730,,x,SWIRD,Northwestern NM,,,,,,,,,,,
20140401,2014,4,1,36.54,-109.8,1700,x,,SWIRD,Northeastern AZ,,,,,,,,,,,
20140401,2014,4,1,35.36,-110.83,1730,x,,SWIRD,AZ,,,,,,,,,,,
20140402,2014,4,2,38.11,-104.36,1800,x,,SWIRD,Southern CO,,,,,,,,,,,
20140402,2014,4,2,32.99,-106.33,2030,x,,SWIRD,NM,,,,,,,,,,,
20140402,2014,4,2,32.32,-108.86,2030,x,,SWIRD,Southwestern NM,,,,,,,,,,,
20140403,2014,4,3,34.77,-103.35,1730,x,,SWIRD,Eastern NM,,,,,,,,,,,
20140403,2014,4,3,34.67,-102.26,1830,x,,SWIRD,west TX,,,,,,,,,,,
20140403,2014,4,3,33.03,-102.8,1830,x,,SWIRD,west TX,,,,,,,,,,,
20140403,2014,4,3,32.83,-103.99,1830,x,,SWIRD,Eastern NM,,,,,,,,,,,
20140403,2014,4,3,32.63,-104.33,1830,x,,SWIRD,Eastern NM,,,,,,,,,,,
20140413,2014,4,13,32.74,-102.22,1700,x,,,Western TX,,,,,,,,,,,
20140422,2014,4,22,37.8,-117.53,1900,x,,,NV,,,,,,,,,,,
20140423,2014,4,23,31.56,-117.22,2030,x,,SWIRD,Northern CHH,,,,,,,,,,,
20140424,2014,4,24,32.96,-102.11,1330,x,,Big haboob,Western TX,,,,,,,,,,,
20140424,2014,4,24,32.94,-100.9,1330,x,,Big haboob,TX,,,,,,,,,,,
20140424,2014,4,24,32.78,-99.16,1330,x,,Big haboob,TX,,,,,,,,,,,
20140426,2014,4,26,31.52,-107.58,1700,x,,Cloud coverage,Northern CHH,14116,,,,,,,,,,
20140426,2014,4,26,30.56,-107.29,1800,x,,Cloud coverage,Northern CHH,,,,,,,,,,,
20140426,2014,4,26,30.28,-106.76,1900,x,,Cloud coverage,Northern CHH,,,,,,,,,,,
20140426,2014,4,26,30.68,-106.32,2000,x,,Cloud coverage,CHH,,,,,,,,,,,
20140426,2014,4,26,32.98,-115.89,1800,,x,,s CA,,,,,,,,,,,
20140427,2014,4,27,38.13,-101.94,1500,x,,,sw KS,,,,,,,,,,,
20140427,2014,4,27,37.64,-101.59,1500,x,,,sw KS,,,,,,,,,,,
20140427,2014,4,27,37.32,-101.78,1500,x,,,sw KS,,,,,,,,,,,
20140427,2014,4,27,36.7,-101.98,1500,x,,,OK PH,,,,,,,,,,,
20140427,2014,4,27,34.75,-103.49,1500,x,,,e NM,,,,,,,,,,,
20140427,2014,4,27,33.82,-102.95,1500,x,,,west TX,,,,,,,,,,,
20140427,2014,4,27,33.51,-102.41,1500,x,,,west TX,,,,,,,,,,,
20140427,2014,4,27,32.57,-101.73,1700,x,,,west TX,,,,,,,,,,,
20140427,2014,4,27,32.49,-100.92,1700,x,,,west TX,,,,,,,,,,,
20140427,2014,4,27,32.29,-102.99,1630,x,,,west TX,,,,,,,,,,,
20140427,2014,4,27,31.92,-103.65,1600,x,,,sw TX,,,,,,,,,,,
20140427,2014,4,27,31.11,-103.64,1530,x,,,sw TX,,,,,,,,,,,
20140427,2014,4,27,31.56,-107.53,1500,x,,,Northern CHH,,,,,,,,,,,
20140427,2014,4,27,30.94,-106.95,2000,,x,,Northern CHH,,,,,,,,,,,
20140428,2014,4,28,33.95,-102.85,1530,x,,,west TX,,,,,,,,,,,
20140428,2014,4,28,32.66,-101.97,1530,x,,,west TX,,,,,,,,,,,
20140429,2014,4,29,35.37,-102.07,1430,x,,,west TX,,,,,,,,,,,
20140429,2014,4,29,33.46,-102.33,1630,,x,,west TX,,,,,,,,,,,
20140430,2014,4,30,35.91,-102.1,1830,x,,,Northern west TX,,,,,,,,,,,
20140430,2014,4,30,31.54,-107.56,1500,x,,,Northern CHH,,,,,,,,,,,
20140430,2014,4,30,32.21,-109.18,1530,x,,,Southeastern AZ,,,,,,,,,,,
20140430,2014,4,30,29.07,-111.87,1800,x,,,Western SON,,,,,,,,,,,
20140430,2014,4,30,28.72,-111.73,1800,x,,,Western SON,,,,,,,,,,,
20140501,2014,5,1,31.56,-107.62,1700,x,,,Northern CHH,,,,,,,,,,,
20140505,2014,5,5,31.5,-107.43,2100,x,,,Northern CHH,14125,,,,,,,,,,
20140507,2014,5,7,32.22,-108.54,1800,x,,,Southern NM,14127,,,,,,,,,,
20140507,2014,5,7,31.54,-107.42,1730,x,,,Northern CHH,14127,,,,,,,,,,
20140508,2014,5,8,35,-102.31,2000,x,,SWIRD,west TX,,,,,,,,,,,
20140508,2014,5,8,33.2,-102.48,1730,x,,SWIRD,west TX,,,,,,,,,,,
20140508,2014,5,8,32.76,-102.21,2000,x,,SWIRD,west TX,,,,,,,,,,,
20140508,2014,5,8,32.07,-101.93,2000,x,,SWIRD,west TX,,,,,,,,,,,
20140511,2014,5,11,35.28,-116.18,1630,x,,,Southern CA,14131,,,,,,,,,,
20140511,2014,5,11,33.02,-116,1600,x,,,Southern CA,,,,,,,,,,,
20140511,2014,5,11,33.79,-115.28,1600,x,,,Southern CA,,,,,,,,,,,
20140511,2014,5,11,31.65,-107.53,1630,x,,,Northern CHH,,,,,,,,,,,
20140511,2014,5,11,32.96,-106.31,1830,x,,SWIRD,Southern NM,,,,,,,,,,,
20140511,2014,5,11,34.85,-102.43,2030,,x,SWIRD,west TX,,,,,,,,,,,
20140511,2014,5,11,35.03,-101.61,2030,,x,SWIRD,west TX,,,,,,,,,,,
20140520,2014,5,20,36.9,-109.76,1900,x,,SWIRD,Northeastern AZ,,,,,,,,,,,
20140520,2014,5,20,35.95,-108.54,2000,x,,SWIRD,Northwestern NM,,,,,,,,,,,
20140527,2014,5,27,39.89,-118.49,2200,x,,,NV,14147,,,,,,,,,,
20140610,2014,6,10,,,,,,"Probably not dust, but worth looking at","Baja California, MX",,,,,,,,,,,
20140612,2014,6,12,41.06,-119.06,2000,x,,,Northwestern NV,,,,,,,,,,,
20140612,2014,6,12,39.95,-118.61,2000,x,,,NV,,,,,,,,,,,
20140612,2014,6,12,39.78,-118.57,2000,x,,,NV,,,,,,,,,,,
20140612,2014,6,12,41.95,-117.78,2000,x,,,NV,,,,,,,,,,,
20140613,2014,6,13,32.99,-115.93,2000,x,,,s CA,,,,,,,,,,,
20140617,2014,6,17,33.9,-114.22,1300,x,,,Western AZ,14168,,,,,,,,,,
20140617,2014,6,17,36.14,-111.18,1700,x,,,Northern AZ,,,,,,,,,,,
20140617,2014,6,17,35.6,-113.99,1830,x,,,Northwestern AZ,,,,,,,,,,,
20140617,2014,6,17,36.82,-109.93,1730,x,,SWIRD,Northeastern AZ,,,,,,,,,,,
20140720,2014,7,20,35.7,-114,2100,x,,,Western AZ,,,,,,,,,,,
20140809,2014,8,9,35.9,-115.5,1600,x,,Haboob,Southern NV,,,,,,,,,,,
20141015,2014,10,15,40,-118,1730,x,,,NV,,,,,,,,,,,
20141025,2014,10,25,40,-118.3,2030,x,,,NV,14298,,,,,,,,,,
20141214,2014,12,14,32.5,-101.5,2030,x,,SWIRD,west TX,,,,,,,,,,,
20150221,2015,2,21,41,-119,2200,x,,SWIRD,NV,15052,,,,,,,,,,
20150222,2015,2,22,41,-119,1830,x,,SWIRD,NV,15053,,,,,,,,,,
20150329,2015,3,29,38.1,-103.2,1530,x,,,Southeastern CO,15088,,,,,,,,,,
20150329,2015,3,29,38.1,-102.3,1530,x,,,Southeastern CO,,,,,,,,,,,
20150329,2015,3,29,38.1,-102.8,1530,x,,SWIRD,Southeastern CO,,,,,,,,,,,
20150331,2015,3,31,39.9,-118.3,1830,x,,,NV,15090,,,,,,,,,,
20150331,2015,3,31,41.1,-117.9,2000,x,,SWIRD,NV,,,,,,,,,,,
20150331,2015,3,31,40.2,-119,2100,x,,SWIRD,NV,,,,,,,,,,,
20150402,2015,4,2,36.7,-109.8,1630,x,,,Northeastern AZ,15092,,,,,,,,,,
20150408,2015,4,8,36.1,-108.3,1530,x,,,Northwestern NM,15098,,,,,,,,,,
20150408,2015,4,8,37.8,-105.8,1930,x,,,Southern CO,,,,,,,,,,,
20150408,2015,4,8,37.8,-109.8,1730,x,,SWIRD,Northeastern AZ,,,,,,,,,,,
20150414,2015,4,14,38.2,-117.6,1630,x,,Big haboob,NV,15104,,,,,,,,,,
20150414,2015,4,14,38.2,-117,1630,x,,Big haboob,NV,,,,,,,,,,,
20150414,2015,4,14,38.4,-116.4,1630,x,,Big haboob,NV,,,,,,,,,,,
20150414,2015,4,14,38,-113.6,1730,x,,,Southern UT,,,,,,,,,,,
20150414,2015,4,14,40,-113.7,1600,x,,SWIRD,UT,,,,,,,,,,,
